uniq_id,product_name,manufacturer,amazon_category_and_sub_category,price,number_available_in_stock,type_available_in_stock,number_of_reviews,number_of_answered_questions,average_review_rating
5fc6d8658880c82e57e50600e98fd848,HOBBYTIGER® Aluminum Rim Carrying Case for Syma X5C X5C-1 X5SC X5SC-1 X5SW X5SW-1 RC Drone Quadcopter Parts,HOBBYTIGER,Hobbies > Remote Controlled Devices > Parts & Accessories,29.99,2.0,new,6.0,2.0,4.8
42415a64418999c12a1995627fd6e819,GoolRC 3.7V 300mAh Lipo Battery and Charger,GoolRC,Hobbies > Remote Controlled Devices > Parts & Accessories,10.8,2.0,new,2.0,2.0,5.0
148893813360029d4a26013c4c267cf9,Body sponge pat 6502,HPI Racing,Hobbies > Remote Controlled Devices > Parts & Accessories,5.67,4.0,new,1.0,2.0,5.0
a3c89d0d5843a5c53594a2f56b585a14,Decal Scissors - Tools - Tamiya,Tamiya,Hobbies > Remote Controlled Devices > Parts & Accessories,9.17,14.0,new,8.0,2.0,4.8
db63e52a4df1aa672a48c5a6ca809266,HPi Z705 Set Screw M3 x 10mm [Grub Screws] New Genuine HPi Racing R/C Part!,HPI Racing,Hobbies > Remote Controlled Devices > Parts & Accessories,5.29,2.0,new,1.0,2.0,5.0
ea6978d8b859954b088dcac650b79fa8,Hubsan H107C H107D X4 RC Quadcopter Spare Parts Blade Set (Black&white),Hubsan,Hobbies > Remote Controlled Devices > Parts & Accessories,0.89,9.0,new,79.0,2.0,4.3
be4b4a6c5b1cbcf8472364d2de459346,Spektrum DX6 6-Channel DSMX Transmitter Only Mode 2 SPMR6700EU,Spektrum,Hobbies > Remote Controlled Devices > Parts & Accessories,159.96,4.0,new,2.0,1.0,4.0
a7b2c051b5637cde7fdb612a19254e09,Track & Wheel Set 70100,Tamiya,Hobbies > Remote Controlled Devices > Parts & Accessories,6.98,10.0,new,1.0,1.0,5.0
4bb562e89181abbcb6ce115bfd1fd5fa,Syma X5C Main Blades Propellers (X4),Syma,Hobbies > Remote Controlled Devices > Parts & Accessories,1.54,7.0,new,49.0,1.0,4.5
c57c40e4bb4f4287979681cfa74ead16,Graupner Hott 6-Channel Radio System,Graupner,Hobbies > Remote Controlled Devices > Parts & Accessories,129.99,2.0,new,2.0,1.0,4.5
327df04cd3a0c68a74701671d78f18a2,ImmersionRC LHCP 5.8GHz Circular Polarized SpiroNet Antenna V2 (SMA),ImmersionRC / Fatshark,Hobbies > Remote Controlled Devices > Parts & Accessories,35.8,3.0,new,2.0,1.0,5.0
682af6110f192a1d5a84926414ca0ec8,WLtoys V913 2.4G 4CH Single Blade RC Helicopter LCD Controller,ketpriz,Hobbies > Remote Controlled Devices > Parts & Accessories,69.99,4.0,new,1.0,1.0,4.0
e286f99358e655158084434f76a8c6b4,Graupner Hott 12-Channel Receiver,Graupner,Hobbies > Model Building Kits > Accessories,84.99,4.0,new,1.0,1.0,5.0
c73f462d2329a2d1b8ee6779bd544476,LOSB1507 Fr/R Threaded Axle Set,TEAMLOSI,Hobbies > Remote Controlled Devices > Parts & Accessories,17.99,2.0,new,1.0,1.0,5.0
525048a77dbc1767e033f24427dcfde3,Hubsan Q4 Motor Set,Hubsan,Hobbies > Remote Controlled Devices > Parts & Accessories,13.91,5.0,new,1.0,1.0,5.0
580dd7d2395d5ef3645c458e2cdd4a65,Parrot AR.Drone Replacement Propellers and Circlips (Pack of 4),Parrot,Hobbies > Remote Controlled Devices > Parts & Accessories,16.1,2.0,new,1.0,1.0,5.0
557fdb11529b439cfbbc5bc49605eb08,OEM 2.4G Electric Receiver Board Spare Part for WLTOYS V911 4CH 2.4GHz RC Helicopter,OEM,Hobbies > Remote Controlled Devices > Parts & Accessories,9.39,2.0,new,2.0,1.0,5.0
67120c715910ab3e230854b2c7020c5c,Parrot Bebop Drone and Sky Controller Battery Charger,Parrot,Hobbies > Remote Controlled Devices > Parts & Accessories,34.98,18.0,new,1.0,1.0,5.0
81049cd183bdad87263dbb2ebfd4d57b,Hometalks ® Hot Sale Cheerson Cx-10 Part White Blade Guard Cover Protector with 16pcs Propeller Blade Blue Green Red Purple,HomeTalks,Hobbies > Remote Controlled Devices > Parts & Accessories,3.0,3.0,new,5.0,1.0,4.8
0999c3ac445ec06ff82498c8a37dd042,"Full Set Replacement Parts for Syma S107 RC Helicopter, Main Blades, Main Shaft,Tail Decorations, Tail Props, Balance Bar, Gear Set,Connect Buckle-Red Set- - Replacement Parts for RED Syma S107 RC Helicopter",Syma,Hobbies > Remote Controlled Devices > Parts & Accessories,2.03,2.0,new,4.0,1.0,4.5
a55cb43c8f7361cde1917fddb1f38113,Tamiya 54186 Dual Block Tyres K Rear 62/35 was 51241 (2pcs) - RC Car Spares,Tamiya,Hobbies > Remote Controlled Devices > Parts & Accessories,9.02,11.0,new,1.0,1.0,5.0
68780b63fa02d9371e68fa1591be8d41,TLR Silicone Shock Oil (40wt/4oz) - TLR74025,"Team Losi, Inc.",Hobbies > Remote Controlled Devices > Parts & Accessories,7.64,2.0,new,1.0,1.0,5.0
755893b6c985a235558ad7fd219cb827,GoolRC Super Fly Sets X6 Charger with 6Pcs 3.7V 240mAh Lipo Battery for Hubsan X4 H107 H107L H107C H107D Quadcopter,GoolRC,Hobbies > Remote Controlled Devices > Parts & Accessories,10.38,2.0,new,4.0,1.0,4.3
0a6733f0d430177ae7db1985bdf42fd7,HPI FRONT SUSPENSION ARM SET [109839],Hot Bodies,Hobbies > Remote Controlled Devices > Parts & Accessories,14.13,2.0,new,1.0,1.0,5.0
f2c222f0d3c9b33efde6226534d36a85,Lego 7595 Toy Story Army Men on Patrol,Disney,Characters & Brands > Disney > Toys,30.83,18.0,new,10.0,3.0,4.4
5117fb8b972e89434512d321a5932f9e,Princess Elise Magnetic Dress Up Playset,Melissa & Doug,Dolls & Accessories > Fashion Dolls & Accessories,9.99,6.0,new,6.0,1.0,4.7
24f4a327f105dcafb31ce658cb078eae,Character Options Bob The Builder Power Drill Convertible,Character Options,Characters & Brands > Bob the Builder > Toys,13.6,3.0,new,8.0,1.0,4.9
3e89d1de413ee269673b733e0055120f,Bruder 02431 Caterpillar Skid Steer Loader,Bruder,Die-Cast & Toy Vehicles > Toy Vehicles & Accessories > Friction Cars,12.99,56.0,new,48.0,1.0,4.8
5c01de50ae850208606090ae1067e233,4M Lemon Clock,4M,Baby & Toddler Toys > Teaching Clocks,3.99,7.0,new,13.0,1.0,4.3
f8e5927c40a57d0b995d7c252c9f5eda,Playmobil 4447 Container Truck,Playmobil,Figures & Playsets > Cowboys & Indians,50.23,2.0,new,1.0,1.0,5.0
5618b8f2da15ddac962daf3669a7d225,Lego Star Wars 20 Light sabers 5 colours with FLAT Silver hilt,LEGO,Characters & Brands > Star Wars > Toys,18.75,2.0,new,1.0,1.0,5.0
b4f85729aa08be3cf2ba78c191caf3c8,Clock Movement Medium Shaft,P&D,Baby & Toddler Toys > Teaching Clocks,8.99,3.0,new,16.0,2.0,4.0
26aab18c60ebb7ecaf7181d1fb7b9875,Lego Star Wars - 20 Lightsabers 5 Colours (ink. Dark Blue) with Black Hilts,LEGO,Characters & Brands > Star Wars > Toys,10.99,2.0,new,3.0,2.0,5.0
7cc6358333a181e8fcbd4c29fc4a7fcc,Lego Bionicle Mask Maker vs. Skull Grinder - 70795,LEGO,Figures & Playsets > Science Fiction & Fantasy,46.97,3.0,new,1.0,1.0,5.0
e9b9759dbca526827bea823f8f6ef114,LEGO Star Wars: Ahsoka Minifigure with Green Lightsaber,LEGO,Characters & Brands > Star Wars > Toys,10.99,9.0,new,6.0,1.0,4.7
c9f06f8bcaf32a9d76bb572ab3db6794,NORFOLK WINDMILL Matchmaker matchstick model construction kit,Matchmaker,Hobbies > Model Building Kits,14.03,3.0,new,5.0,1.0,5.0
804c329dcc4acdf897f72fece0119019,Copag Texas Hold'em Poker 300 Chips Set,Copag,Games > Casino Equipment > Game Sets > Poker Sets,71.08,9.0,new,8.0,1.0,5.0
926a68b1392ac0780874c725d537c3f6,Professor Puzzle Praying Mantis Metal Earth 3D Kit,Professor Puzzle,Hobbies > Model Building Kits,6.99,8.0,new,3.0,1.0,5.0
9a2ca77772c2027f47ebdea0b0f28a12,LEGO Star Wars 75103: First Order Transporter,Star Wars,Characters & Brands > Disney > Toys,59.99,92.0,new,30.0,1.0,4.7
3160714ec205195a8f57eda4cc27a753,Harry Potter Golden Snitch Watch Necklace Steampunk Quidditch Pocket Clock,super9shop,Characters & Brands > Harry Potter > Toys,2.05,23.0,new,238.0,9.0,4.4
bf0b4374c2d70a54ad39c98a7f522904,LEGO Star Wars: Asajj Ventress Keychain,LEGO,Characters & Brands > Star Wars > Toys,8.95,2.0,new,1.0,1.0,5.0
c4373dc883593346262790036fa30ebb,Metcalfe PO262 OO Gauge Card kit - Terraced Houses Stone,Metcalfe,Arts & Crafts > Children's Craft Kits,10.71,7.0,new,10.0,1.0,4.6
2b8389126cbd8d472bb421d3ec67e7e7,LEGO Creator Mini Plane (5762),LEGO,Figures & Playsets > Transportation & Traffic,30.73,3.0,new,1.0,4.0,5.0
35353320134e93e3e4ff8f3ef027d1b7,LEGO Star Wars 75038: Jedi Interceptor,LEGO,Characters & Brands > Star Wars > Toys,49.9,35.0,new,133.0,4.0,4.7
3ab775b36d45d103e9030c0e72bead6d,LEGO Star Wars 75079 Shadow Troopers,Star Wars,Characters & Brands > Disney > Toys,11.96,60.0,new,36.0,1.0,4.7
3d689a5aae6b33d38b2b9f722e9d35a0,Barbie Brand Entry Doll No. 2,Barbie,Characters & Brands > Barbie > Barbie Dolls & Accessories,7.75,20.0,new,1.0,1.0,5.0
31e9f26be41cb8960aa5e8e157819c86,LEGO Star Wars Mos Espa Podrace (7171),LEGO,Characters & Brands > Star Wars > Toys,185.61,6.0,new,1.0,6.0,4.0
4af06ddad546eb788906cbb54d16c08c,LEGO Star Wars 75080 AAT,Star Wars,Characters & Brands > Disney > Toys,22.42,56.0,new,24.0,1.0,4.7
a1210448395e60572d10add1eb03952c,LEGO Star Wars Force Awakens First Order Special Forces TIE Fighter 75101,LEGO,Characters & Brands > Disney > Toys,67.98,9.0,new,1.0,1.0,5.0
a33c936ac3f5cbf0eba940ecfca8e180,Kre-O Kre-O Cityville Invasion City Street Chase Set (A4913),KRE-O,Characters & Brands > Hasbro,9.99,3.0,new,1.0,1.0,5.0
7a2f20fb33b92a83eec6d2587cf0f62d,"Snap Cubes®, Set of 500",Learning Resources,Educational Toys > Mathematics,38.0,3.0,new,5.0,1.0,4.8
69e33bb775e4381742a14f38bfbf5eff,LEGO Harry Potter 4709: Hogwarts Castle,LEGO,Characters & Brands > Harry Potter > Toys,374.96,8.0,new,8.0,7.0,4.9
